location_id,record_id,street_name,house_num,build_num,dwelling_number,family_number
473,787,,,,51,51
474,788,,,,52,52
475,789,,,,53,53
476,790,,,,54,54
477,791,,,,55,55
478,792,,,,56,56
479,793,,,,57,57
480,794,,,,58,58
481,795,,,,59,59
482,796,,,,6,6
483,797,,,,61,61
484,484,Navahoe St,311,4714,1,1
485,485,Navahoe St,311,4714,2,2
486,486,Navahoe St,311,4714,3,3
487,487,Navahoe St,311,4714,4,4
488,488,Navahoe St,311,4714,5,5
489,489,Navahoe St,311,4714,6,6
490,490,Navahoe St,311,4714,7,7
491,491,Navahoe St,313,48,8,8
492,492,Navahoe St,313,48,9,9
493,493,40th Ave,314,8204,1,1
494,494,Rhode Island Av,158,8015,11,11
495,495,Rhode Island Av,158,8015,12,12
496,496,Rhode Island Av,158,8015,13,13
497,497,Rhode Island Av,158,8015,14,14
498,498,Rhode Island Av,158,8015,15,15
499,499,Rhode Island Av,158,8015,16,16
500,500,Rhode Island Ave,158,8015,17,17
501,501,Rhode Island Ave,158,8015,18,18
502,502,Rhode Island Av,158,8015,19,19
503,503,Rhode Island Av,158,8015,2,2
504,504,Rhode Island Av,158,8015,21,21
505,505,Rhode Island Av,158,8015,22,22
506,506,Rhode Island Av,158,8015,23,23
507,507,Rhode Island Av,158,8015,24,24
508,508,Lakeland Rd,159,5005,25,25
509,509,Lakeland Rd,159,5005,26,26
510,510,Lakeland Rd,159,5005,27,27
511,511,lakeland Rd,159,5005,28,28
512,512,Lakeland Rd,159,5005,29,29
513,513,Lakeland Rd,161,5017,3,3
514,514,Lakeland Rd,161,5017,31,31
515,515,Lakeland Rd,161,5017,32,32
516,516,Lakeland Rd,161,5017,33,33
517,517,Lakeland Rd,161,5017,34,34
518,518,Lakeland Rd,161,5017,35,35
519,519,Lakeland Rd,162,5019,36,36
520,520,Lakeland Rd,162,5019,37,37
521,521,Lakeland Rd,162,5019,38,38
522,522,Lakeland Rd,162,5019,39,39
523,523,54th Ave,147,511,4,4
524,524,54th Ave,147,511,41,41
525,525,54th Ave,147,511,42,42
526,526,54th Ave,147,511,43,43
527,527,Cloudy Ave,148,512,44,44
528,528,Cloudy Ave,148,512,45,45
529,529,Cloudy Ave,148,512,46,46
530,530,Cloudy Ave,148,512,47,47
531,531,Cloudy Ave,148,512,48,48
532,532,Pierce Ave,149,4402,49,49
533,533,Pierce Ave,149,4402,5,5
534,534,Pierce Ave,15,4404,51,51
535,535,Pierce Ave,15,4404,52,52
536,536,Pierce Ave,15,4404,53,53
537,537,Pierce Ave,151,4403,54,54
538,538,Pierce Ave,151,4009,55,55
539,539,Pierce Ave,151,4009,56,56
540,540,Pierce Ave,156,5008,57,57
541,541,Pierce Ave,156,5008,58,58
542,542,Pierce Ave,157,5006,59,59
543,543,Pierce Ave,157,5006,6,6
544,544,Pierce Ave,157,5006,61,61
545,545,Pierce Ave,157,5006,62,62
546,546,Pierce Ave,157,5006,63,63
547,547,Pierce Ave,157,5006,64,64
548,548,Pierce Ave,157,5006,65,65
549,549,Detroit Ave,7,,66,66
550,550,Detroit Ave,7,,67,67
551,551,Detroit Ave,7,,68,68
552,552,Cleveland Ave,27,5404,69,69
553,553,Lane off 54th,28,,7,7
554,554,Lane off 54th,28,,71,71
555,555,Cleveland Ave,27,5404,72,72
556,556,Cleveland Ave,27,5404,73,73
557,557,Cleveland Ave,27,5404,74,74
558,558,Navahoe St,32,482,75,75
559,559,Navahoe St,32,482,76,76
560,560,Navahoe St,32,482,77,77
561,561,Navahoe St,32,482,78,78
562,562,Navahoe St,32,482,79,79
563,563,Navahoe St,32,482,8,8
564,564,Navahoe St,32,482,81,81
565,565,Navahoe St,321,482,82,82
566,566,Navahoe St,321,482,83,83
567,567,Navahoe St,321,482,84,84
568,568,Navahoe St,321,482,85,85
569,569,Navahoe St,322,4825,86,86
570,570,Navahoe St,323,4827,87,87
571,571,Navahoe St,323,4827,88,88
572,572,Navahoe St,323,4827,89,89
573,573,Navahoe St,323,4827,9,9
574,574,Navahoe St,324,4929,91,91
575,575,Navahoe St,324,4929,92,92
576,576,Navahoe St,325,503,93,93
577,577,Navahoe St,325,503,94,94
578,578,Navahoe St,326,5014,95,95
579,579,Navahoe St,326,5014,96,96
580,580,Navahoe St,326,5014,97,97
581,581,Navahoe St,326,5014,98,98
582,582,Navahoe St,326,5014,99,99
583,583,Navahoe St,326,5014,1,1
584,584,Navahoe St,327,5002,101,101
585,585,Navahoe St,327,5002,102,102
586,586,Navahoe St,327,5002,103,103
587,587,Navahoe St,328,5,104,104
588,588,Navahoe St,328,5,105,105
589,589,Navahoe St,328,5,106,106
590,590,Navahoe St,328,5,107,107
591,591,Navahoe St,328,5,108,108
592,592,Navahoe St,329,5004,109,109
593,593,Navahoe St,329,5004,11,11
594,594,Navahoe St,329,5004,111,111
595,595,Navahoe St,329,5004,112,112
596,596,Navahoe St,329,5004,113,113
597,597,Navahoe St,329,5004,114,114
598,598,Navahoe St,329,5004,115,115
599,599,Navahoe St,329,5004,116,116
600,600,Navahoe St,329,5004,117,117
601,601,Navahoe St,329,5004,118,118
602,602,Navahoe St,329,5004,119,119
603,603,Navahoe St,329,5004,12,12
604,604,Navahoe St,329,5004,121,121
605,605,Navahoe St,329,5004,122,122
606,606,Navahoe St,329,5004,123,123
607,607,Navahoe St,329,5004,124,124
608,608,Navahoe St,33,5011,125,125
609,609,Navahoe St,33,5011,126,126
610,610,Navhaoe St,33,5011,127,127
611,611,Navhaoe St,331,5103,128,128
612,612,Navahoe St,331,5103,129,129
613,613,Navahoe St,331,5103,13,13
614,614,Navahoe St,331,5103,131,131
615,615,Navahoe St,331,5103,132,132
616,616,Navahoe St,332,5105,133,133
617,617,Navahoe St,332,5105,134,134
618,618,Navahoe St,332,5105,135,135
619,619,Navahoe St,332,5105,136,136
620,620,Navahoe St,332,5105,137,137
621,621,Navahoe St,332,5105,138,138
622,622,Navahoe St,332,5105,139,139
623,623,Navahoe St,332,5105,14,14
624,624,Navahoe St,332,5105,141,141
625,625,Navahoe St,332,5105,142,142
626,626,Navahoe St,332,5105,143,143
627,627,Navahoe St,332,5105,144,144
628,628,Navahoe St,333,5107,145,145
629,629,Navahoe St,333,5107,146,146
630,630,Navahoe St,333,5107,147,147
631,631,Navahoe St,333,5107,148,148
632,632,Navahoe St,333,5107,149,149
633,633,Navahoe St,333,5107,15,15
634,634,Navahoe St,333,5107,151,151
635,635,Navahoe St,334,5706,152,152
636,636,Navahoe St,334,5106,153,153
637,637,Navahoe St,335,5112,154,154
638,638,Navahoe St,335,5112,155,155
639,639,Navahoe St,335,5112,156,156
640,640,Navahoe St,335,5112,157,157
641,641,Navahoe St,335,5112,158,158
642,642,Navahoe St,336,5114,159,159
643,643,Navahoe St,336,5114,16,16
644,644,Navahoe St,336,5114,161,161
645,645,Navahoe St,336,5114,162,162
646,646,Navahoe St,336,5114,163,163
647,647,Navahoe St,336,5114,164,164
648,648,Navahoe St,336,5114,165,165
649,649,Navahoe St,337,5118,166,166
650,650,Navahoe St,337,5118,167,167
651,651,Navahoe St,337,5118,168,168
652,652,Navahoe St,337,5118,169,169
653,653,Navahoe St,337,5118,17,17
654,654,Navahoe St,338,5123,171,171
655,655,Navahoe St,338,5123,172,172
656,656,Navahoe St,338,5123,173,173
657,657,Navahoe St,338,5123,174,174
658,658,Navahoe St,338,5123,175,175
659,659,Navahoe St,338,5123,176,176
660,660,51st Ave,339,8112,177,177
661,661,51st Ave,339,8112,178,178
662,662,51st Ave,34,8111,179,179
663,663,51st Ave,34,8111,18,18
664,664,51st Ave,34,8111,181,181
665,665,51st Ave,34,8111,182,182
666,666,51st Ave,34,8111,183,183
667,667,51st Ave,34,8111,184,184
668,668,51st Ave,34,8111,185,185
669,669,51st Ave,34,8111,186,186
670,670,51st Ave,341,8102,187,187
671,671,51st Ave,341,8102,188,188
672,672,51st Ave,341,8102,189,189
673,673,51st Ave,341,8102,19,19
674,674,51st Ave,341,8102,191,191
675,675,51st Ave,341,8102,192,192
676,676,51st Ave,341,8102,193,193
677,677,Lakeland Rd,342,5024,194,194
678,678,Lakeland Rd,342,5024,195,195
679,679,Lakeland Rd,343,5022,196,196
680,680,Lakeland Rd,343,5022,197,197
681,681,Lakeland Rd,343,5022,198,198
682,682,Lakeland Rd,343,5022,199,199
683,683,Lakeland Rd,343,5022,2,2
684,684,Lakeland Rd,343,5022,201,201
685,685,Lakeland Rd,344,4904,202,202
686,686,Lakeland Rd,344,4904,203,203
687,687,Lakeland Rd,345,4902,204,204
688,688,Lakeland Rd,345,4902,205,205
689,689,Lakeland Rd,345,4902,206,206
690,690,Lakeland Rd,345,4902,207,207
691,691,Lakeland Rd,345,4902,208,208
692,692,Lakeland Rd,345,4902,209,209
693,693,Lakeland Rd,345,4902,21,21
694,694,Lakeland Rd,345,4902,211,211
695,695,Lakeland Rd,345,4902,212,212
696,696,Lakeland Rd,345,4902,213,213
697,697,Lakeland Rd,345,4902,214,214
698,698,Lakeland Rd,345,4902,215,215
699,699,Lakeland Rd,346,49,216,216
700,700,Lakeland Rd,346,49,217,217
701,701,Lakeland Rd,346,49,218,218
702,702,Lakeland Rd,346,49,219,219
703,703,Lakeland Rd,347,4808,22,22
704,704,Lakeland Rd,347,4808,221,221
705,705,Lakeland Rd,348,4718,222,222
706,706,Lakeland Rd,348,4718,223,223
707,707,Lakeland Rd,348,4718,224,224
708,708,40th Avenue,314,8204,225,225
709,709,40th Ave,314,8204,226,226
710,710,40th Ave,314,8204,227,227
711,711,40th Ave,314,8204,228,228
712,712,40th Ave,314,8204,229,229
713,713,40th Ave,314,8204,23,23
714,714,40th Ave,314,8204,231,231
715,715,40th Ave,314,8204,232,232
716,716,Navahoe St,315,4802,233,233
717,717,Navahoe St,315,4802,234,234
718,718,Navahoe St,315,4802,235,235
719,719,Navahoe St,315,4802,236,236
720,720,Navahoe St,315,4802,237,237
721,721,Navahoe St,315,4802,238,238
722,722,Navahoe St,315,4802,239,239
723,723,Navahoe St,315,4802,24,24
724,724,Navahoe St,315,4802,241,241
725,725,Navahoe St,315,4802,242,242
726,726,Navahoe St,316,trailer,243,243
727,727,Navahoe St,316,trailer,244,244
728,728,Navahoe St,316,trailer,245,245
729,729,Navahoe St,316,trailer,246,246
730,730,Navahoe St,316,trailer,247,247
731,731,Navahoe St,316,trailer,248,248
732,732,Navahoe St,316,trailer,249,249
733,733,Navahoe St,316,trailer,25,25
734,734,Navahoe St,316,trailer,251,251
735,735,Navahoe St,316,trailer,252,252
736,736,48th Ave,317,8303,253,253
737,737,48th Ave,317,8303,254,254
738,738,48th Ave,317,8303,255,255
739,739,48th Ave,317,8303,256,256
740,740,48th Ave,317,8303,257,257
741,741,48th Ave,317,8303,258,258
742,742,48th Ave,317,8303,259,259
743,743,Navahoe St,318,4011,26,26
744,744,Navahoe St,318,4011,261,261
745,745,Navahoe St,318,4011,262,262
746,746,Navahoe St,318,4011,263,263
747,747,Navahoe St,318,4011,264,264
748,748,Navahoe St,318,4011,265,265
749,749,Navahoe St,318,4011,266,266
750,750,Navahoe St,318,4011,267,267
751,751,Navahoe St,319,4819,268,268
752,752,Navahoe St,319,4819,269,269
753,753,Navahoe St,319,4819,27,27
754,754,Navahoe St,319,4819,271,271
755,755,Navahoe St,319,4819,272,272
756,756,Navahoe St,319,4819,273,273
757,757,Navahoe St,319,4819,274,274
758,758,Navahoe St,319,4819,275,275
759,759,Navahoe St,32,482,276,276
760,760,Navahoe St,32,482,277,277
761,761,Navahoe St,32,482,278,278
762,762,Navahoe St,32,482,279,279
763,763,Navahoe St,32,482,28,28
764,764,Pierce Ave,141,44,281,281
765,765,Pierce Ave,141,44,282,282
766,766,Pierce Ave,142,5102,283,283
767,767,Pierce Ave,142,5102,284,284
768,768,Pierce Ave,142,5102,285,285
769,769,Pierce Ave,143,51,286,286
770,770,Pierce Ave,143,51,287,287
771,771,Pierce Ave,143,51,288,288
772,772,Pierce Ave,143,51,289,289
773,773,Pierce Ave,143,51,29,29
774,774,Pierce Ave,143,51,291,291
775,775,Pierce Ave,143,51,292,292
776,776,Lakeland Rd,146,511,293,293
777,777,Lakeland Rd,146,511,294,294
778,778,Lakeland Rd,146,511,295,295
779,779,Cleveland Ave,27,5404,296,296
780,780,Cleveland Ave,27,5404,297,297
781,781,Cleveland Ave,25,,298,298
782,782,Cleveland Ave,25,,299,299
783,783,Cleveland Ave,25,,3,3
784,784,Cleveland Ave,25,,301,301
785,785,Cleveland Ave,25,,302,302
786,786,Cleveland Ave,25,,303,303
787,787,Cleveland Ave,25,,304,304
788,788,Albany Ave,22,,305,305
789,789,Albany Ave,22,,306,306
790,790,Albany Ave,22,,307,307
791,791,Albany Ave,22,,308,308
792,792,Albany Ave,23,,309,309
793,793,Albany Ave,23,,31,31
794,794,54th Ave,23,8913,311,311
795,795,54th Ave,23,8913,312,312
796,796,54th Ave,23,8913,313,313
797,797,Richmond,18,,314,314
